date_time,temp,rain_1h,snow_1h,clouds_all,traffic_volume
2016-10-01 21:00:00,287.76,0.0,0.0,0.0,2787.0
2016-10-01 22:00:00,288.15,0.0,0.0,0.0,2981.0
2016-10-01 23:00:00,285.69,0.0,0.0,0.0,2165.0
2016-10-02 00:00:00,285.8,0.0,0.0,32.0,1794.0
2016-10-02 01:00:00,284.75,0.0,0.0,32.0,776.0
2016-10-02 02:00:00,284.25,0.0,0.0,32.0,666.0
2016-10-02 03:00:00,283.75,0.0,0.0,8.0,413.0
2016-10-02 04:00:00,283.27,0.0,0.0,8.0,380.0
2016-10-02 05:00:00,282.87,0.0,0.0,8.0,550.0
2016-10-02 06:00:00,282.55,0.0,0.0,0.0,910.0
2016-10-02 07:00:00,282.3,0.0,0.0,0.0,1324.0
2016-10-02 08:00:00,283.01,0.0,0.0,0.0,2008.0
2016-10-02 09:00:00,284.11,0.0,0.0,0.0,2734.0
2016-10-02 10:00:00,286.88,0.0,0.0,0.0,3592.0
2016-10-02 11:00:00,290.7,0.0,0.0,0.0,3882.0
2016-10-02 12:00:00,294.52,0.0,0.0,0.0,3962.0
2016-10-02 13:00:00,296.44,0.0,0.0,0.0,4044.0
2016-10-02 14:00:00,296.68,0.0,0.0,0.0,4028.0
2016-10-02 15:00:00,296.8,0.0,0.0,8.0,4043.0
2016-10-02 16:00:00,298.49,0.0,0.0,8.0,4335.0
2016-10-02 17:00:00,295.59,0.0,0.0,8.0,4397.0
2016-10-02 18:00:00,293.82,0.0,0.0,0.0,3944.0
2016-10-02 19:00:00,290.19,0.0,0.0,0.0,4191.0
2016-10-02 20:00:00,288.12,0.0,0.0,0.0,3221.0
2016-10-02 21:00:00,287.21,0.0,0.0,0.0,2190.0
2016-10-02 22:00:00,286.38,0.0,0.0,0.0,1468.0
2016-10-02 23:00:00,285.64,0.0,0.0,0.0,958.0
2016-10-03 00:00:00,285.69,0.0,0.0,0.0,552.0
2016-10-03 01:00:00,285.36,0.0,0.0,0.0,407.0
2016-10-03 02:00:00,284.82,0.0,0.0,0.0,264.0
2016-10-03 03:00:00,284.81,0.0,0.0,0.0,341.0
2016-10-03 04:00:00,282.55,0.0,0.0,0.0,852.0
2016-10-03 05:00:00,283.81,0.0,0.0,0.0,2659.0
2016-10-03 06:00:00,284.05,0.0,0.0,0.0,5531.0
2016-10-03 07:00:00,283.87,0.0,0.0,0.0,6066.0
2016-10-03 08:00:00,284.76,0.0,0.0,0.0,4873.0
2016-10-03 09:00:00,285.81,0.0,0.0,0.0,4477.0
2016-10-03 10:00:00,289.11,0.0,0.0,0.0,4041.0
2016-10-03 11:00:00,292.56,0.0,0.0,0.0,4277.0
2016-10-03 12:00:00,296.44,0.0,0.0,0.0,4366.0
2016-10-03 13:00:00,297.94,0.0,0.0,0.0,4298.0
2016-10-03 14:00:00,297.5,0.0,0.0,0.0,4520.0
2016-10-03 15:00:00,297.15,0.0,0.0,0.0,5179.0
2016-10-03 16:00:00,298.91,0.0,0.0,0.0,6510.0
2016-10-03 17:00:00,296.17,0.0,0.0,0.0,6015.0
2016-10-03 18:00:00,294.55,0.0,0.0,0.0,4305.0
2016-10-03 19:00:00,292.6,0.0,0.0,0.0,2945.0
2016-10-03 20:00:00,291.48,0.0,0.0,0.0,2159.0
2016-10-03 21:00:00,290.75,0.0,0.0,8.0,1802.0
2016-10-03 22:00:00,290.12,0.0,0.0,8.0,1405.0
2016-10-03 23:00:00,289.36,0.0,0.0,8.0,1000.0
2016-10-04 00:00:00,288.53,0.0,0.0,12.0,713.0
2016-10-04 01:00:00,287.93,0.0,0.0,12.0,671.0
2016-10-04 02:00:00,287.72,0.0,0.0,12.0,557.0
2016-10-04 03:00:00,287.42,0.0,0.0,44.0,560.0
2016-10-04 04:00:00,287.5,0.0,0.0,44.0,1018.0
2016-10-04 05:00:00,287.53,0.0,0.0,44.0,3047.0
2016-10-04 06:00:00,287.8,0.0,0.0,64.0,5869.0
2016-10-04 07:00:00,287.59,0.0,0.0,64.0,6199.0
2016-10-04 08:00:00,287.14,1.02,0.0,64.0,5460.0
2016-10-04 09:00:00,287.23,0.76,0.0,64.0,4967.0
2016-10-04 10:00:00,287.87,0.3,0.0,64.0,4089.0
2016-10-04 11:00:00,289.36,0.0,0.0,64.0,4202.0
2016-10-04 12:00:00,291.86,0.0,0.0,64.0,4452.0
2016-10-04 13:00:00,293.58,0.0,0.0,64.0,4532.0
2016-10-04 14:00:00,297.04,0.0,0.0,64.0,5155.0
2016-10-04 15:00:00,296.6,0.0,0.0,48.0,5619.0
2016-10-04 16:00:00,295.82,0.0,0.0,48.0,6177.0
2016-10-04 17:00:00,295.38,0.0,0.0,48.0,5749.0
2016-10-04 18:00:00,294.66,0.0,0.0,92.0,4177.0
2016-10-04 19:00:00,293.23,0.0,0.0,92.0,2964.0
2016-10-04 20:00:00,292.05,0.51,0.0,92.0,2372.0
2016-10-04 21:00:00,290.77,0.4,0.0,100.0,2101.0
2016-10-04 22:00:00,289.83,1.14,0.0,100.0,1266.0
2016-10-04 23:00:00,289.59,1.16,0.0,100.0,1138.0
2016-10-05 00:00:00,289.1,1.02,0.0,88.0,514.0
2016-10-05 01:00:00,288.9,2.03,0.0,88.0,314.0
2016-10-05 02:00:00,287.01,7.05,0.0,88.0,243.0
2016-10-05 03:00:00,286.4,2.73,0.0,92.0,316.0
2016-10-05 04:00:00,286.45,1.11,0.0,92.0,850.0
2016-10-05 05:00:00,291.097,0.0,0.0,92.0,2665.0
2016-10-05 06:00:00,287.246,0.0,0.0,80.0,5487.0
2016-10-05 07:00:00,287.246,0.0,0.0,80.0,6046.0
2016-10-05 08:00:00,287.246,0.0,0.0,80.0,5909.0
2016-10-05 09:00:00,286.665,0.0,0.0,0.0,4859.0
2016-10-05 10:00:00,286.665,0.0,0.0,0.0,4293.0
2016-10-05 11:00:00,286.665,0.0,0.0,0.0,4469.0
2016-10-05 12:00:00,287.86,0.0,0.0,0.0,4581.0
2016-10-05 13:00:00,287.86,0.0,0.0,0.0,4477.0
2016-10-05 14:00:00,287.86,0.0,0.0,0.0,4949.0
2016-10-05 15:00:00,288.774,0.0,0.0,0.0,5355.0
2016-10-05 16:00:00,288.774,0.0,0.0,0.0,5905.0
2016-10-05 17:00:00,288.774,0.0,0.0,0.0,5687.0
2016-10-05 18:00:00,286.381,0.0,0.0,0.0,4226.0
2016-10-05 19:00:00,286.381,0.0,0.0,0.0,3243.0
2016-10-05 20:00:00,286.381,0.0,0.0,0.0,2619.0
2016-10-05 21:00:00,283.973,0.0,0.0,0.0,2456.0
2016-10-05 22:00:00,283.973,0.0,0.0,0.0,1886.0
2016-10-05 23:00:00,283.973,0.0,0.0,0.0,2110.0
2016-10-06 00:00:00,282.715,0.0,0.0,0.0,649.0
2016-10-06 01:00:00,282.715,0.0,0.0,0.0,429.0
2016-10-06 02:00:00,281.639,0.0,0.0,0.0,274.0
2016-10-06 03:00:00,281.639,0.0,0.0,0.0,324.0
2016-10-06 04:00:00,281.639,0.0,0.0,0.0,830.0
2016-10-06 05:00:00,280.091,0.0,0.0,0.0,2704.0
2016-10-06 06:00:00,280.091,0.0,0.0,0.0,5668.0
2016-10-06 07:00:00,280.091,0.0,0.0,0.0,6170.0
2016-10-06 08:00:00,284.001,0.0,0.0,36.0,5694.0
2016-10-06 09:00:00,283.9790000000001,0.0,0.0,0.0,4672.0
2016-10-06 10:00:00,283.9790000000001,0.0,0.0,0.0,4341.0
2016-10-06 11:00:00,283.9790000000001,0.0,0.0,0.0,4431.0
2016-10-06 12:00:00,287.271,0.0,0.0,0.0,4483.0
2016-10-06 13:00:00,287.271,0.0,0.0,0.0,4562.0
2016-10-06 14:00:00,288.144,0.0,0.0,56.0,4704.0
2016-10-06 15:00:00,288.144,0.0,0.0,56.0,5106.0
2016-10-06 16:00:00,288.144,0.0,0.0,56.0,5899.0
2016-10-06 17:00:00,288.144,0.0,0.0,56.0,5464.0
2016-10-06 18:00:00,286.119,0.0,0.0,48.0,4261.0
2016-10-06 19:00:00,286.119,0.0,0.0,48.0,3095.0
2016-10-06 20:00:00,283.896,0.0,0.0,92.0,2802.0
2016-10-06 21:00:00,283.896,0.0,0.0,92.0,2630.0
2016-10-06 22:00:00,283.896,0.0,0.0,92.0,1669.0
2016-10-06 23:00:00,279.027,0.0,0.0,92.0,1011.0
2016-10-07 00:00:00,279.027,0.0,0.0,92.0,517.0
2016-10-07 01:00:00,279.027,0.0,0.0,92.0,333.0
2016-10-07 02:00:00,277.867,0.0,0.0,92.0,264.0
2016-10-07 03:00:00,277.867,0.0,0.0,92.0,352.0
2016-10-07 04:00:00,277.867,0.0,0.0,92.0,741.0
2016-10-07 05:00:00,277.36,0.0,0.0,80.0,2511.0
2016-10-07 06:00:00,277.36,0.0,0.0,80.0,5528.0
2016-10-07 07:00:00,277.36,0.0,0.0,80.0,6235.0
2016-10-07 08:00:00,278.658,0.0,0.0,0.0,5307.0
2016-10-07 09:00:00,279.568,0.0,0.0,0.0,4594.0
2016-10-07 10:00:00,279.568,0.0,0.0,0.0,4424.0
2016-10-07 11:00:00,279.568,0.0,0.0,0.0,4524.0
2016-10-07 12:00:00,281.165,0.0,0.0,12.0,4532.0
2016-10-07 13:00:00,281.165,0.0,0.0,12.0,4572.0
2016-10-07 14:00:00,281.134,0.0,0.0,24.0,4922.0
2016-10-07 15:00:00,287.115,0.0,0.0,40.0,5556.5
2016-10-07 16:00:00,281.134,0.0,0.0,24.0,6143.0
2016-10-07 17:00:00,281.134,0.0,0.0,24.0,5394.0
2016-10-07 18:00:00,279.28700000000003,0.0,0.0,56.0,4642.0
2016-10-07 19:00:00,279.28700000000003,0.0,0.0,56.0,3889.0
2016-10-07 20:00:00,279.28700000000003,0.0,0.0,56.0,3196.0
2016-10-07 21:00:00,277.572,0.0,0.0,0.0,2608.0
2016-10-07 22:00:00,277.572,0.0,0.0,0.0,2610.0
2016-10-07 23:00:00,277.572,0.0,0.0,0.0,1766.0
2016-10-08 00:00:00,275.788,0.0,0.0,0.0,1186.0
2016-10-08 01:00:00,275.788,0.0,0.0,0.0,656.0
2016-10-08 02:00:00,274.06,0.0,0.0,0.0,539.0
2016-10-08 03:00:00,274.06,0.0,0.0,0.0,371.0
2016-10-08 04:00:00,274.06,0.0,0.0,0.0,436.0
2016-10-08 05:00:00,272.416,0.0,0.0,0.0,739.0
2016-10-08 06:00:00,272.416,0.0,0.0,0.0,1343.0
2016-10-08 07:00:00,272.416,0.0,0.0,0.0,2222.0
2016-10-08 08:00:00,277.685,0.0,0.0,24.0,3397.0
2016-10-08 09:00:00,277.73,0.0,0.0,48.0,4359.0
2016-10-08 10:00:00,277.73,0.0,0.0,48.0,4944.0
2016-10-08 11:00:00,277.73,0.0,0.0,48.0,4723.0
2016-10-08 12:00:00,281.11400000000003,0.0,0.0,0.0,4876.0
2016-10-08 13:00:00,281.11400000000003,0.0,0.0,0.0,4640.0
2016-10-08 14:00:00,286.77,0.0,0.0,75.0,5024.0
2016-10-08 15:00:00,283.216,0.0,0.0,20.0,4688.0
2016-10-08 16:00:00,283.216,0.0,0.0,20.0,4626.0
2016-10-08 17:00:00,283.216,0.0,0.0,20.0,4980.0
2016-10-08 18:00:00,279.66900000000004,0.0,0.0,0.0,4388.0
2016-10-08 19:00:00,279.66900000000004,0.0,0.0,0.0,3559.0
2016-10-08 20:00:00,279.66900000000004,0.0,0.0,0.0,3390.0
2016-10-08 21:00:00,275.216,0.0,0.0,0.0,4077.0
2016-10-08 22:00:00,275.216,0.0,0.0,0.0,4016.0
2016-10-08 23:00:00,275.216,0.0,0.0,0.0,2153.0
2016-10-09 00:00:00,272.439,0.0,0.0,0.0,1523.0
2016-10-09 01:00:00,272.439,0.0,0.0,0.0,1022.0
2016-10-09 02:00:00,272.439,0.0,0.0,0.0,686.0
2016-10-09 03:00:00,271.09,0.0,0.0,0.0,384.0
2016-10-09 04:00:00,271.09,0.0,0.0,0.0,403.0
2016-10-09 05:00:00,271.09,0.0,0.0,0.0,764.0
2016-10-09 06:00:00,270.365,0.0,0.0,0.0,1579.0
2016-10-09 07:00:00,270.365,0.0,0.0,0.0,1757.0
2016-10-09 08:00:00,270.365,0.0,0.0,0.0,2513.0
2016-10-09 09:00:00,280.62,0.0,0.0,40.0,4854.0
2016-10-09 10:00:00,279.867,0.0,0.0,0.0,4872.0
2016-10-09 11:00:00,279.867,0.0,0.0,0.0,4114.0
2016-10-09 12:00:00,285.676,0.0,0.0,0.0,4612.0
2016-10-09 13:00:00,285.676,0.0,0.0,0.0,4631.0
2016-10-09 14:00:00,287.464,0.0,0.0,0.0,4662.0
2016-10-09 15:00:00,287.464,0.0,0.0,0.0,4100.0
2016-10-09 16:00:00,287.464,0.0,0.0,0.0,4193.0
2016-10-09 17:00:00,287.464,0.0,0.0,0.0,4029.0
2016-10-09 18:00:00,284.478,0.0,0.0,0.0,3788.0
2016-10-09 19:00:00,284.478,0.0,0.0,0.0,3224.0
2016-10-09 20:00:00,284.478,0.0,0.0,0.0,2405.0
2016-10-09 21:00:00,282.814,0.0,0.0,0.0,1917.0
2016-10-09 22:00:00,282.814,0.0,0.0,0.0,1613.0
2016-10-09 23:00:00,282.341,0.0,0.0,0.0,949.0
2016-10-10 00:00:00,282.341,0.0,0.0,0.0,484.0
2016-10-10 01:00:00,282.341,0.0,0.0,0.0,327.0
2016-10-10 02:00:00,282.341,0.0,0.0,0.0,261.0
2016-10-10 03:00:00,282.382,0.0,0.0,0.0,302.0
2016-10-10 04:00:00,282.382,0.0,0.0,0.0,797.0
2016-10-10 05:00:00,282.565,0.0,0.0,0.0,2577.0
2016-10-10 06:00:00,282.565,0.0,0.0,0.0,5360.0
2016-10-10 07:00:00,282.565,0.0,0.0,0.0,6172.0
2016-10-10 08:00:00,287.212,0.0,0.0,0.0,5226.0
2016-10-10 09:00:00,280.62,0.0,0.0,40.0,4854.0
2016-10-10 10:00:00,287.8,0.0,0.0,0.0,3954.0
2016-10-10 11:00:00,287.8,0.0,0.0,0.0,4125.0
2016-10-10 12:00:00,293.495,0.0,0.0,0.0,4271.0
2016-10-10 13:00:00,293.495,0.0,0.0,0.0,4426.0
2016-10-10 14:00:00,293.495,0.0,0.0,0.0,4711.0
2016-10-10 15:00:00,295.163,0.0,0.0,8.0,5074.0
2016-10-10 16:00:00,295.163,0.0,0.0,8.0,6036.0
2016-10-10 17:00:00,295.163,0.0,0.0,8.0,5440.0
2016-10-10 18:00:00,292.49,0.0,0.0,36.0,4188.0
2016-10-10 19:00:00,292.49,0.0,0.0,36.0,3267.0
2016-10-10 20:00:00,292.49,0.0,0.0,36.0,2608.0
2016-10-10 21:00:00,291.252,0.0,0.0,56.0,1924.0
2016-10-10 22:00:00,291.252,0.0,0.0,56.0,1372.0
2016-10-10 23:00:00,291.252,0.0,0.0,56.0,1567.0
2016-10-11 00:00:00,289.914,0.0,0.0,56.0,1373.0
2016-10-11 01:00:00,289.914,0.0,0.0,56.0,611.0
2016-10-11 02:00:00,289.914,0.0,0.0,56.0,491.0
2016-10-11 03:00:00,288.957,0.0,0.0,24.0,477.0
2016-10-11 04:00:00,288.957,0.0,0.0,24.0,890.0
2016-10-11 05:00:00,288.957,0.0,0.0,24.0,2854.0
2016-10-11 06:00:00,287.724,0.0,0.0,36.0,5599.0
2016-10-11 07:00:00,287.724,0.0,0.0,36.0,6294.0
2016-10-11 08:00:00,287.724,0.0,0.0,36.0,5998.0
2016-10-11 09:00:00,292.17,0.0,0.0,0.0,4684.0
2016-10-11 10:00:00,292.17,0.0,0.0,0.0,4053.0
2016-10-11 11:00:00,292.17,0.0,0.0,0.0,4151.0
2016-10-11 12:00:00,295.369,0.0,0.0,32.0,4401.0
2016-10-11 13:00:00,295.369,0.0,0.0,32.0,4519.0
2016-10-11 14:00:00,295.369,0.0,0.0,32.0,4715.0
2016-10-11 15:00:00,295.908,0.0,0.0,24.0,4802.0
2016-10-11 16:00:00,295.908,0.0,0.0,24.0,6139.0
2016-10-11 17:00:00,295.908,0.0,0.0,24.0,5787.0
2016-10-11 18:00:00,293.244,0.0,0.0,92.0,4378.0
2016-10-11 19:00:00,293.244,0.0,0.0,92.0,2948.0
2016-10-11 20:00:00,293.244,0.0,0.0,92.0,2445.0
2016-10-11 21:00:00,289.81,0.0,0.0,92.0,2091.0
2016-10-11 22:00:00,289.81,0.0,0.0,92.0,1293.0
2016-10-11 23:00:00,289.81,0.0,0.0,92.0,791.0
2016-10-12 00:00:00,285.927,0.0,0.0,92.0,446.0
2016-10-12 01:00:00,285.927,0.0,0.0,92.0,272.0
2016-10-12 02:00:00,285.927,0.0,0.0,92.0,230.0
2016-10-12 03:00:00,282.0490000000001,0.0,0.0,92.0,270.0
2016-10-12 04:00:00,282.0490000000001,0.0,0.0,92.0,801.0
2016-10-12 05:00:00,282.0490000000001,0.0,0.0,92.0,2741.0
2016-10-12 06:00:00,279.532,0.0,0.0,92.0,5296.0
2016-10-12 07:00:00,279.532,0.0,0.0,92.0,5871.0
2016-10-12 08:00:00,279.532,0.0,0.0,92.0,5453.0
2016-10-12 09:00:00,277.988,0.0,0.0,92.0,4837.0
2016-10-12 10:00:00,277.988,0.0,0.0,92.0,4155.0
2016-10-12 11:00:00,277.988,0.0,0.0,92.0,4278.0
2016-10-12 12:00:00,279.83,0.0,0.0,56.0,4278.0
2016-10-12 13:00:00,279.83,0.0,0.0,56.0,4397.0
2016-10-12 14:00:00,279.83,0.0,0.0,56.0,4646.0
2016-10-12 15:00:00,282.057,0.0,0.0,20.0,4757.0
2016-10-12 16:00:00,282.057,0.0,0.0,20.0,6211.0
2016-10-12 17:00:00,282.057,0.0,0.0,20.0,5762.0
2016-10-12 18:00:00,279.553,0.0,0.0,12.0,4332.0
2016-10-12 19:00:00,279.553,0.0,0.0,12.0,3080.0
2016-10-12 20:00:00,279.553,0.0,0.0,12.0,2518.0
2016-10-12 21:00:00,276.35,0.0,0.0,0.0,2154.0
2016-10-12 22:00:00,276.35,0.0,0.0,0.0,1373.0
2016-10-12 23:00:00,276.35,0.0,0.0,0.0,864.0
2016-10-13 00:00:00,273.771,0.0,0.0,0.0,480.0
2016-10-13 01:00:00,273.771,0.0,0.0,0.0,330.0
2016-10-13 02:00:00,271.178,0.0,0.0,0.0,233.0
2016-10-13 03:00:00,271.178,0.0,0.0,0.0,308.0
2016-10-13 04:00:00,271.178,0.0,0.0,0.0,790.0
2016-10-13 05:00:00,270.969,0.0,0.0,0.0,2764.0
2016-10-13 06:00:00,270.969,0.0,0.0,0.0,5668.0
2016-10-13 07:00:00,270.969,0.0,0.0,0.0,5589.0
2016-10-13 08:00:00,270.969,0.0,0.0,0.0,5186.0
2016-10-13 09:00:00,277.268,0.0,0.0,0.0,5089.0
2016-10-13 10:00:00,277.268,0.0,0.0,0.0,4182.0
2016-10-13 11:00:00,277.268,0.0,0.0,0.0,4394.0
2016-10-13 12:00:00,282.46,0.0,0.0,0.0,4512.0
2016-10-13 13:00:00,282.46,0.0,0.0,0.0,4634.0
2016-10-13 14:00:00,284.384,0.0,0.0,0.0,5006.0
2016-10-13 15:00:00,284.384,0.0,0.0,0.0,5520.0
2016-10-13 16:00:00,284.384,0.0,0.0,0.0,6154.0
2016-10-13 17:00:00,281.195,0.0,0.0,0.0,5865.0
2016-10-13 18:00:00,281.195,0.0,0.0,0.0,4642.0
2016-10-13 19:00:00,281.195,0.0,0.0,0.0,3512.0
2016-10-13 20:00:00,279.008,0.0,0.0,0.0,2799.0
2016-10-13 21:00:00,279.008,0.0,0.0,0.0,2531.0
2016-10-13 22:00:00,279.008,0.0,0.0,0.0,2120.0
2016-10-13 23:00:00,278.398,0.0,0.0,0.0,1735.0
2016-10-14 00:00:00,278.398,0.0,0.0,0.0,2233.0
2016-10-14 01:00:00,278.398,0.0,0.0,0.0,1024.0
2016-10-14 02:00:00,278.083,0.0,0.0,0.0,373.0
2016-10-14 03:00:00,278.083,0.0,0.0,0.0,426.0
2016-10-14 04:00:00,278.083,0.0,0.0,0.0,740.0
2016-10-14 05:00:00,277.92900000000003,0.0,0.0,32.0,2548.0
2016-10-14 06:00:00,277.92900000000003,0.0,0.0,32.0,5343.0
2016-10-14 07:00:00,277.92900000000003,0.0,0.0,32.0,6108.0
2016-10-14 08:00:00,281.278,0.0,0.0,48.0,5215.0
2016-10-14 09:00:00,280.62,0.0,0.0,40.0,4854.0
2016-10-14 10:00:00,282.389,0.0,0.0,12.0,4221.0
2016-10-14 11:00:00,282.389,0.0,0.0,12.0,4726.0
2016-10-14 12:00:00,288.1140000000001,0.0,0.0,36.0,4619.0
2016-10-14 13:00:00,288.1140000000001,0.0,0.0,36.0,4638.0
2016-10-14 14:00:00,292.399,0.0,0.0,0.0,4994.0
2016-10-14 15:00:00,292.399,0.0,0.0,0.0,5686.0
2016-10-14 16:00:00,292.399,0.0,0.0,0.0,6047.0
2016-10-14 17:00:00,292.089,0.0,0.0,8.0,5308.0
2016-10-14 18:00:00,292.089,0.0,0.0,8.0,4549.0
2016-10-14 19:00:00,292.089,0.0,0.0,8.0,3577.0
2016-10-14 20:00:00,291.613,0.0,0.0,12.0,2800.0
2016-10-14 21:00:00,291.613,0.0,0.0,12.0,3068.0
2016-10-14 22:00:00,291.613,0.0,0.0,12.0,2481.0
2016-10-14 23:00:00,291.381,0.0,0.0,64.0,1703.0
2016-10-15 00:00:00,291.381,0.0,0.0,64.0,1148.0
2016-10-15 01:00:00,291.381,0.0,0.0,64.0,682.0
2016-10-15 02:00:00,291.628,0.0,0.0,88.0,547.0
2016-10-15 03:00:00,291.628,0.0,0.0,88.0,391.0
2016-10-15 04:00:00,291.628,0.0,0.0,88.0,399.0
2016-10-15 05:00:00,291.573,0.0,0.0,92.0,707.0
2016-10-15 06:00:00,291.573,0.0,0.0,92.0,1188.0
2016-10-15 07:00:00,291.573,0.0,0.0,92.0,1547.0
2016-10-15 08:00:00,279.532,0.0,0.0,40.0,5459.0
2016-10-15 09:00:00,292.9190000000001,0.0,0.0,88.0,3596.0
2016-10-15 10:00:00,282.2,0.0,0.0,40.0,4373.0
2016-10-15 11:00:00,292.612,0.0,0.0,92.0,4079.0
2016-10-15 12:00:00,295.426,0.0,0.0,92.0,4396.0
2016-10-15 13:00:00,286.145,0.0,0.0,50.0,4800.0
2016-10-15 14:00:00,295.426,0.0,0.0,92.0,4343.0
2016-10-15 15:00:00,295.931,0.0,0.0,92.0,4191.0
2016-10-15 16:00:00,295.931,0.0,0.0,92.0,4372.0
2016-10-15 17:00:00,295.931,0.0,0.0,92.0,4165.0
2016-10-15 18:00:00,292.535,0.0,0.0,88.0,3842.0
2016-10-15 19:00:00,292.535,0.0,0.0,88.0,3436.0
2016-10-15 20:00:00,284.225,0.0,0.0,40.0,2946.0
2016-10-15 21:00:00,289.771,0.0,0.0,44.0,4319.0
2016-10-15 22:00:00,289.771,0.0,0.0,44.0,2805.0
2016-10-15 23:00:00,289.771,0.0,0.0,44.0,1996.0
2016-10-16 00:00:00,285.78,0.0,0.0,36.0,1416.0
2016-10-16 01:00:00,285.78,0.0,0.0,36.0,947.0
2016-10-16 02:00:00,285.78,0.0,0.0,36.0,756.0
2016-10-16 03:00:00,282.891,0.0,0.0,0.0,413.0
2016-10-16 04:00:00,279.765,0.0,0.0,1.0,839.0
2016-10-16 05:00:00,279.226,0.0,0.0,1.0,2731.0
2016-10-16 06:00:00,280.189,0.0,0.0,0.0,761.0
2016-10-16 07:00:00,280.189,0.0,0.0,0.0,1086.0
2016-10-16 08:00:00,286.252,0.0,0.0,0.0,1761.0
2016-10-16 09:00:00,286.975,0.0,0.0,8.0,2445.0
2016-10-16 10:00:00,286.975,0.0,0.0,8.0,3132.0
2016-10-16 11:00:00,286.975,0.0,0.0,8.0,3377.0
2016-10-16 12:00:00,291.422,0.0,0.0,20.0,3977.0
2016-10-16 13:00:00,291.422,0.0,0.0,20.0,4123.0
2016-10-16 14:00:00,291.872,0.0,0.0,88.0,4505.0
2016-10-16 15:00:00,291.872,0.0,0.0,88.0,4520.0
2016-10-16 16:00:00,291.872,0.0,0.0,88.0,4550.0
2016-10-16 17:00:00,290.271,0.0,0.0,76.0,4355.0
2016-10-16 18:00:00,290.271,0.0,0.0,76.0,3926.0
