datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2
2006-12-20 23:00:00,142.906,9.204,14543.47,587.2,0.0,8.0
2006-12-21 00:00:00,92.152,9.332,14605.55,379.4,0.0,0.0
2006-12-21 01:00:00,83.878,7.3100000000000005,14621.89,341.2,0.0,31.0
2006-12-21 02:00:00,76.494,2.358,14619.22,309.0,0.0,0.0
2006-12-21 03:00:00,18.156,7.192,14674.03,80.0,0.0,30.0
2006-12-21 04:00:00,14.804,2.55,14684.41,61.2,0.0,0.0
2006-12-21 05:00:00,17.442,6.35,14636.97,75.8,0.0,23.0
2006-12-21 06:00:00,17.74,3.19,14691.03,73.2,0.0,8.0
2006-12-21 07:00:00,76.828,5.03,14477.619999999999,322.2,0.0,0.0
2006-12-21 08:00:00,93.782,9.18,14369.67,395.6,0.0,30.0
2006-12-21 09:00:00,154.548,3.102,14308.66,646.8,666.0,562.0
2006-12-21 10:00:00,106.062,4.248,14382.36,444.2,569.0,31.0
2006-12-21 11:00:00,31.01,6.47,14012.1,138.2,0.0,0.0
2006-12-21 12:00:00,49.147999999999996,7.87,14560.45,215.0,0.0,460.0
2006-12-21 13:00:00,101.294,3.87,14507.87,423.6,0.0,1192.0
2006-12-21 14:00:00,61.434000000000005,7.11,14599.17,260.2,0.0,72.0
2006-12-21 15:00:00,18.444,2.742,14574.38,81.8,0.0,10.0
2006-12-21 16:00:00,81.604,5.814,14394.38,337.4,0.0,43.0
2006-12-21 17:00:00,105.158,8.882,14101.1,452.0,0.0,10.0
2006-12-21 18:00:00,146.598,7.19,14033.66,625.0,0.0,42.0
2006-12-21 19:00:00,131.828,5.666,14100.03,561.4,281.0,10.0
2006-12-21 20:00:00,146.242,15.076,14070.02,626.4,249.0,36.0
2006-12-21 21:00:00,58.936,2.658,14298.73,246.2,0.0,2.0
2006-12-21 22:00:00,16.816,5.608,14571.99,72.4,0.0,12.0
2006-12-21 23:00:00,16.226,5.368,14721.02,70.4,0.0,19.0
2006-12-22 00:00:00,16.016,4.748,14740.69,68.6,0.0,0.0
2006-12-22 01:00:00,16.32,5.562,14667.23,70.4,0.0,31.0
2006-12-22 02:00:00,16.058,4.756,14810.27,68.6,0.0,0.0
2006-12-22 03:00:00,16.432,5.612,14747.57,70.4,0.0,31.0
2006-12-22 04:00:00,15.856,4.336,14721.57,68.2,0.0,0.0
2006-12-22 05:00:00,48.410000000000004,5.044,14707.16,199.8,0.0,23.0
2006-12-22 06:00:00,28.778,5.166,14718.56,122.0,0.0,8.0
2006-12-22 07:00:00,103.392,6.364,14455.74,432.4,0.0,0.0
2006-12-22 08:00:00,164.664,6.482,14427.02,685.6,667.0,31.0
2006-12-22 09:00:00,113.778,2.732,14372.98,472.2,601.0,0.0
2006-12-22 10:00:00,80.69800000000001,5.666,14380.76,334.2,0.0,30.0
2006-12-22 11:00:00,75.154,4.842,14300.73,315.6,225.0,0.0
2006-12-22 12:00:00,73.708,23.04,14411.94,331.0,638.0,34.0
2006-12-22 13:00:00,40.314,14.868,14441.15,182.4,0.0,0.0
2006-12-22 14:00:00,48.934,9.702,14449.87,213.0,0.0,34.0
2006-12-22 15:00:00,87.098,5.922,14511.54,358.4,0.0,0.0
2006-12-22 16:00:00,94.272,8.314,14507.69,388.6,0.0,32.0
2006-12-22 17:00:00,89.80799999999999,5.508,14330.68,374.6,0.0,0.0
2006-12-22 18:00:00,161.218,18.338,14250.460000000001,683.4,0.0,31.0
2006-12-22 19:00:00,236.29,14.838,14244.36,992.4,0.0,0.0
2006-12-22 20:00:00,212.164,8.388,14131.83,903.0,469.0,34.0
2006-12-22 21:00:00,272.92,3.956,14108.17,1167.2,551.0,0.0
2006-12-22 22:00:00,183.904,5.354,14351.98,779.0,0.0,23.0
2006-12-22 23:00:00,145.152,7.368,14515.8,616.0,0.0,8.0
2006-12-23 00:00:00,101.89399999999999,4.948,14581.22,446.2,0.0,2.0
2006-12-23 01:00:00,103.368,7.044,14628.75,453.0,0.0,29.0
2006-12-23 02:00:00,102.04599999999999,4.088,14630.48,450.6,0.0,0.0
2006-12-23 03:00:00,106.292,6.4,14621.22,459.4,0.0,31.0
2006-12-23 04:00:00,113.496,3.862,14580.36,489.40000000000003,0.0,0.0
2006-12-23 05:00:00,133.746,6.766,14546.95,571.8,0.0,28.0
2006-12-23 06:00:00,98.962,4.31,14548.01,434.4,0.0,3.0
2006-12-23 07:00:00,241.402,3.332,14266.02,1019.0,0.0,0.0
2006-12-23 08:00:00,251.45,5.7219999999999995,14346.19,1053.4,0.0,31.0
2006-12-23 09:00:00,194.784,4.688,14448.75,811.8,0.0,0.0
2006-12-23 10:00:00,178.33,12.176,14348.22,753.6,0.0,31.0
2006-12-23 11:00:00,189.54,6.344,14262.9,798.2,0.0,0.0
2006-12-23 12:00:00,175.728,5.458,14325.39,741.0,0.0,10.0
2006-12-23 13:00:00,204.378,9.702,14391.05,858.8,0.0,21.0
2006-12-23 14:00:00,225.478,14.693999999999999,14430.06,945.6,0.0,0.0
2006-12-23 15:00:00,242.946,19.858,14478.81,1013.8000000000001,0.0,31.0
2006-12-23 16:00:00,260.946,24.156,14428.61,1093.0,76.0,65.0
2006-12-23 17:00:00,327.152,12.958,14018.65,1401.6,971.0,40.0
2006-12-23 18:00:00,232.764,5.986,14280.03,981.8,0.0,1.0
2006-12-23 19:00:00,247.07,12.32,14323.76,1038.0,0.0,36.0
2006-12-23 20:00:00,250.884,7.486,14311.13,1055.8,0.0,21.0
2006-12-23 21:00:00,197.306,14.146,14315.68,833.6,0.0,13.0
2006-12-23 22:00:00,259.676,17.342,14291.42,1098.6,866.0,30.0
2006-12-23 23:00:00,333.748,7.684,14392.29,1398.0,756.0,2.0
2006-12-24 00:00:00,241.68,5.44,14346.76,1024.8,0.0,30.0
2006-12-24 01:00:00,196.542,3.106,14256.64,841.0,437.0,2.0
2006-12-24 02:00:00,138.182,6.224,14665.96,604.0,461.0,22.0
2006-12-24 03:00:00,96.406,4.314,14811.72,440.8,0.0,9.0
2006-12-24 04:00:00,94.566,4.074,14751.97,436.0,0.0,3.0
2006-12-24 05:00:00,97.914,6.508,14750.14,452.0,0.0,28.0
2006-12-24 06:00:00,113.712,3.04,14735.45,506.8,0.0,0.0
2006-12-24 07:00:00,88.584,5.9799999999999995,14567.72,418.2,0.0,31.0
2006-12-24 08:00:00,85.666,3.136,14501.92,395.8,0.0,0.0
2006-12-24 09:00:00,163.54,5.634,14393.39,708.6,0.0,23.0
2006-12-24 10:00:00,160.52,6.378,14201.89,682.6,0.0,520.0
2006-12-24 11:00:00,125.576,6.932,14260.09,528.8,0.0,94.0
2006-12-24 12:00:00,90.0,13.144,14215.94,386.8,0.0,379.0
2006-12-24 13:00:00,194.39600000000002,9.54,14237.78,827.2,0.0,1831.0
2006-12-24 14:00:00,82.292,6.564,14635.68,338.6,0.0,92.0
2006-12-24 15:00:00,185.81,14.004,14590.97,769.4,393.0,1837.0
2006-12-24 16:00:00,120.428,7.566,14632.84,498.8,412.0,52.0
2006-12-24 17:00:00,101.19,5.87,14281.22,427.8,0.0,31.0
2006-12-24 18:00:00,30.312,7.164,14469.38,126.60000000000001,0.0,36.0
2006-12-24 19:00:00,27.242,3.434,14485.19,111.0,0.0,0.0
2006-12-24 20:00:00,28.446,4.522,14516.54,117.4,0.0,0.0
2006-12-24 21:00:00,29.041999999999998,6.038,14532.49,120.2,0.0,35.0
2006-12-24 22:00:00,28.785999999999998,5.158,14602.69,118.2,0.0,0.0
2006-12-24 23:00:00,29.18,6.13,14585.54,120.80000000000001,0.0,27.0
2006-12-25 00:00:00,59.974000000000004,7.708,14646.39,248.8,0.0,9.0
2006-12-25 01:00:00,72.40599999999999,6.114,14680.47,295.8,0.0,0.0
2006-12-25 02:00:00,26.28,7.398,14912.18,110.6,0.0,36.0
2006-12-25 03:00:00,35.398,4.422,14896.91,144.0,0.0,0.0
2006-12-25 04:00:00,34.72,3.2800000000000002,14923.76,140.8,0.0,0.0
2006-12-25 05:00:00,37.206,8.404,14885.68,150.6,0.0,37.0
2006-12-25 06:00:00,15.844,4.148,14820.23,65.4,0.0,0.0
2006-12-25 07:00:00,40.608,3.3,14603.53,170.0,0.0,9.0
2006-12-25 08:00:00,156.666,11.328,14543.95,647.4,0.0,26.0
2006-12-25 09:00:00,89.608,10.936,14651.26,367.6,0.0,0.0
2006-12-25 10:00:00,114.94,15.926,14539.03,475.0,0.0,35.0
2006-12-25 11:00:00,182.676,9.406,14500.83,761.8,581.0,0.0
2006-12-25 12:00:00,174.756,19.42,14463.06,746.8,1359.0,0.0
2006-12-25 13:00:00,133.496,12.174,14537.11,568.2,1122.0,34.0
2006-12-25 14:00:00,107.024,5.304,14730.72,445.4,339.0,0.0
2006-12-25 15:00:00,104.42,9.538,14750.14,430.6,360.0,21.0
2006-12-25 16:00:00,232.37,27.228,14501.68,978.0,1645.0,14.0
2006-12-25 17:00:00,124.308,17.16,14359.74,525.2,228.0,0.0
2006-12-25 18:00:00,145.384,12.412,14393.35,608.2,0.0,273.0
2006-12-25 19:00:00,97.77,9.22,14479.73,406.6,0.0,305.0
2006-12-25 20:00:00,118.628,13.322,14504.08,493.0,0.0,3.0
2006-12-25 21:00:00,230.212,8.992,14313.36,968.6,436.0,997.0
2006-12-25 22:00:00,252.892,4.174,14265.63,1064.6,550.0,89.0
2006-12-25 23:00:00,155.534,8.966,14593.08,637.2,0.0,74.0
2006-12-26 00:00:00,145.456,4.442,14679.94,589.6,0.0,11.0
2006-12-26 01:00:00,144.15800000000002,7.508,14484.86,593.8,0.0,46.0
2006-12-26 02:00:00,144.656,2.934,14704.66,585.8,0.0,11.0
2006-12-26 03:00:00,146.944,5.026,14731.14,594.6,0.0,10.0
2006-12-26 04:00:00,179.55,7.258,14692.65,730.2,0.0,47.0
2006-12-26 05:00:00,143.264,3.988,14605.48,583.8000000000001,0.0,2.0
2006-12-26 06:00:00,143.292,4.048,14604.3,585.6,0.0,15.0
2006-12-26 07:00:00,188.16400000000002,6.226,14353.18,785.8,0.0,20.0
2006-12-26 08:00:00,141.956,4.786,14342.98,593.8,0.0,0.0
2006-12-26 09:00:00,212.704,6.804,14237.24,895.6,0.0,553.0
2006-12-26 10:00:00,242.514,3.914,14241.1,1019.4,0.0,0.0
2006-12-26 11:00:00,142.412,3.964,14350.76,594.4,0.0,0.0
2006-12-26 12:00:00,147.882,5.802,14364.87,620.0,0.0,34.0
2006-12-26 13:00:00,173.208,9.656,14379.66,726.8,0.0,0.0
2006-12-26 14:00:00,229.596,10.682,14599.54,949.6,0.0,1563.0
2006-12-26 15:00:00,157.776,6.05,14718.83,645.0,0.0,38.0
2006-12-26 16:00:00,207.044,14.104000000000001,14470.6,864.2,0.0,25.0
2006-12-26 17:00:00,200.54,6.216,14272.27,843.6,0.0,46.0
2006-12-26 18:00:00,194.802,11.01,14365.31,814.2,0.0,10.0
2006-12-26 19:00:00,182.04,14.678,14367.21,760.2,0.0,22.0
2006-12-26 20:00:00,208.74,9.486,14456.12,870.6,511.0,34.0
2006-12-26 21:00:00,159.504,5.602,14451.17,668.6,575.0,10.0
2006-12-26 22:00:00,51.816,6.148,14675.54,225.8,0.0,36.0
2006-12-26 23:00:00,46.092,4.7700000000000005,14791.22,200.0,0.0,0.0
2006-12-27 00:00:00,28.978,6.386,14866.07,132.8,0.0,0.0
2006-12-27 01:00:00,29.608,11.292,14885.55,140.6,0.0,35.0
2006-12-27 02:00:00,28.77,7.67,15020.55,131.6,0.0,0.0
2006-12-27 03:00:00,26.648,5.836,14896.02,123.8,0.0,10.0
2006-12-27 04:00:00,28.442,8.794,14859.64,134.20000000000002,0.0,26.0
2006-12-27 05:00:00,62.192,5.118,14770.67,263.6,0.0,0.0
2006-12-27 06:00:00,28.464,8.712,14866.54,133.2,0.0,28.0
2006-12-27 07:00:00,122.992,9.584,14444.52,522.0,0.0,7.0
2006-12-27 08:00:00,129.884,6.018,14427.18,538.2,0.0,0.0
2006-12-27 09:00:00,139.738,8.32,14430.69,580.2,0.0,34.0
2006-12-27 10:00:00,139.018,4.432,14334.4,580.0,0.0,0.0
2006-12-27 11:00:00,78.936,3.746,14406.75,324.6,0.0,0.0
2006-12-27 12:00:00,64.70400000000001,8.768,14449.58,270.8,0.0,35.0
2006-12-27 13:00:00,15.85,4.8180000000000005,14583.94,71.8,0.0,0.0
2006-12-27 14:00:00,15.83,4.7379999999999995,14713.94,72.6,0.0,2.0
2006-12-27 15:00:00,19.992,10.77,14741.88,94.0,0.0,33.0
2006-12-27 16:00:00,17.808,8.222,14761.34,79.6,0.0,0.0
2006-12-27 17:00:00,30.076,7.266,14462.02,130.6,0.0,20.0
2006-12-27 18:00:00,109.464,5.482,14302.16,459.8,0.0,15.0
2006-12-27 19:00:00,104.176,10.184,14376.82,441.8,0.0,0.0
2006-12-27 20:00:00,141.186,9.766,14524.9,583.4,0.0,35.0
2006-12-27 21:00:00,79.784,4.79,14563.88,326.8,0.0,0.0
2006-12-27 22:00:00,65.01,6.12,14566.9,268.4,0.0,0.0
2006-12-27 23:00:00,21.21,12.07,14769.06,100.8,0.0,34.0
2006-12-28 00:00:00,61.112,6.252,14621.01,255.60000000000002,0.0,0.0
2006-12-28 01:00:00,16.664,6.764,14718.12,76.0,0.0,4.0
2006-12-28 02:00:00,18.97,10.982,14923.42,88.4,0.0,31.0
2006-12-28 03:00:00,17.928,8.97,14952.07,80.8,0.0,0.0
2006-12-28 04:00:00,18.605999999999998,10.042,14890.59,86.4,0.0,21.0
2006-12-28 05:00:00,17.364,8.308,14817.09,78.4,0.0,14.0
2006-12-28 06:00:00,17.554,8.062,14868.92,78.4,0.0,0.0
2006-12-28 07:00:00,62.6,11.052,14611.39,268.4,0.0,34.0
2006-12-28 08:00:00,152.144,5.834,14434.55,632.6,629.0,0.0
2006-12-28 09:00:00,79.292,5.728,14558.05,334.0,548.0,0.0
2006-12-28 10:00:00,19.564,10.812,14555.84,92.4,0.0,34.0
2006-12-28 11:00:00,16.796,5.958,14549.09,77.4,0.0,0.0
2006-12-28 12:00:00,16.26,4.862,14519.26,75.0,0.0,0.0
2006-12-28 13:00:00,41.918,11.164,14606.64,179.6,0.0,35.0
2006-12-28 14:00:00,108.514,8.75,14601.91,449.0,0.0,0.0
2006-12-28 15:00:00,94.46000000000001,6.0,14657.88,386.2,0.0,5.0
2006-12-28 16:00:00,93.538,6.822,14590.41,383.0,0.0,30.0
2006-12-28 17:00:00,145.952,11.126,14235.37,617.0,0.0,0.0
2006-12-28 18:00:00,152.634,11.33,14326.16,643.8,0.0,136.0
2006-12-28 19:00:00,170.91,9.024000000000001,14243.98,724.0,0.0,353.0
2006-12-28 20:00:00,127.006,10.564,14401.33,532.8,2.0,79.0
2006-12-28 21:00:00,302.12,9.942,14237.67,1284.4,640.0,1774.0
2006-12-28 22:00:00,192.852,9.12,14594.36,797.0,388.0,1231.0
2006-12-28 23:00:00,127.88,11.408,14791.29,543.6,0.0,638.0
2006-12-29 00:00:00,84.56,6.082,14777.71,386.0,0.0,38.0
2006-12-29 01:00:00,119.65,7.038,14745.15,522.4,0.0,21.0
2006-12-29 02:00:00,129.098,6.1,14900.66,536.4,0.0,34.0
2006-12-29 03:00:00,147.16,4.802,14766.42,593.2,0.0,11.0
2006-12-29 04:00:00,148.286,8.18,14749.83,600.0,0.0,45.0
2006-12-29 05:00:00,143.166,3.506,14604.67,584.6,0.0,10.0
2006-12-29 06:00:00,146.334,4.74,14763.36,591.0,0.0,6.0
2006-12-29 07:00:00,230.326,9.588000000000001,14346.5,964.4,0.0,33.0
2006-12-29 08:00:00,221.686,6.338,14367.72,922.2,0.0,0.0
2006-12-29 09:00:00,206.094,5.608,14380.02,856.2,0.0,19.0
2006-12-29 10:00:00,145.352,5.35,14503.45,599.4,0.0,14.0
2006-12-29 11:00:00,83.35,4.818,14454.84,343.6,0.0,0.0
2006-12-29 12:00:00,93.344,7.112,14390.69,388.4,0.0,33.0
2006-12-29 13:00:00,102.56,11.906,14479.23,427.6,0.0,0.0
2006-12-29 14:00:00,85.11,11.49,14608.4,349.2,0.0,0.0
2006-12-29 15:00:00,37.686,15.11,14659.05,170.2,0.0,34.0
2006-12-29 16:00:00,19.072,11.056000000000001,14468.19,90.2,0.0,0.0
2006-12-29 17:00:00,53.544,8.372,14091.12,234.4,0.0,11.0
2006-12-29 18:00:00,113.55799999999999,9.298,13956.04,490.6,0.0,504.0
2006-12-29 19:00:00,107.48,8.318,14036.9,457.6,0.0,25.0
2006-12-29 20:00:00,208.31,11.618,13998.51,899.4,1252.0,35.0
2006-12-29 21:00:00,258.824,7.274,13982.1,1115.2,0.0,1988.0
2006-12-29 22:00:00,219.962,11.222,14234.03,928.0,0.0,1655.0
2006-12-29 23:00:00,69.88,11.468,14590.09,300.6,0.0,646.0
2006-12-30 00:00:00,17.682,4.7940000000000005,14548.89,80.6,0.0,37.0
2006-12-30 01:00:00,18.918,9.294,14509.92,90.6,0.0,47.0
2006-12-30 02:00:00,16.766,6.914,14834.76,76.4,0.0,10.0
2006-12-30 03:00:00,18.346,9.392,14813.35,85.6,0.0,30.0
2006-12-30 04:00:00,18.056,8.882,14804.47,83.8,0.0,28.0
2006-12-30 05:00:00,16.67,5.894,14708.18,76.0,0.0,10.0
2006-12-30 06:00:00,54.406,10.494,14808.78,226.4,0.0,43.0
2006-12-30 07:00:00,15.394,4.23,14653.44,70.2,0.0,0.0
2006-12-30 08:00:00,91.004,15.426,14567.08,387.8,0.0,17.0
2006-12-30 09:00:00,194.146,12.896,14433.59,812.0,0.0,719.0
2006-12-30 10:00:00,270.558,21.32,13689.63,1154.8,733.0,1289.0
2006-12-30 11:00:00,233.152,15.086,14159.31,999.8,0.0,1830.0
2006-12-30 12:00:00,188.706,13.142,14287.67,796.2,0.0,1406.0
2006-12-30 13:00:00,137.578,13.15,14420.27,579.8,0.0,721.0
2006-12-30 14:00:00,107.396,17.896,14490.76,449.4,0.0,37.0
2006-12-30 15:00:00,146.972,30.636,14488.05,617.6,0.0,49.0
2006-12-30 16:00:00,237.334,25.344,14336.7,1000.4,0.0,1482.0
2006-12-30 17:00:00,154.87,25.422,14102.95,667.4,0.0,65.0
2006-12-30 18:00:00,231.762,17.946,13951.22,999.2,340.0,0.0
2006-12-30 19:00:00,225.182,19.446,13994.5,971.4,919.0,35.0
2006-12-30 20:00:00,184.564,5.444,14071.03,788.2,515.0,0.0
2006-12-30 21:00:00,122.28,7.984,14289.75,519.4,565.0,20.0
2006-12-30 22:00:00,44.948,7.346,14428.11,201.4,0.0,16.0
2006-12-30 23:00:00,42.612,3.55,14505.1,189.8,0.0,0.0
2006-12-31 00:00:00,40.574,8.858,14607.42,184.79999999999998,0.0,35.0
2006-12-31 01:00:00,42.97,4.978,14514.49,193.4,0.0,0.0
2006-12-31 02:00:00,43.316,8.066,14796.13,200.0,0.0,35.0
2006-12-31 03:00:00,46.714,6.194,14746.79,215.4,0.0,0.0
2006-12-31 04:00:00,76.666,3.972,14643.42,329.8,0.0,2.0
2006-12-31 05:00:00,63.046,7.128,14599.59,275.6,0.0,33.0
2006-12-31 06:00:00,150.082,5.162,14545.74,624.4,0.0,0.0
2006-12-31 07:00:00,201.87,9.106,14418.22,839.4,0.0,34.0
2006-12-31 08:00:00,245.074,12.398,14352.78,1021.8,0.0,0.0
2006-12-31 09:00:00,163.392,4.52,14415.16,677.8,0.0,13.0
2006-12-31 10:00:00,174.896,7.07,14191.01,737.0,0.0,21.0
2006-12-31 11:00:00,201.57,3.592,14300.03,841.4,0.0,0.0
2006-12-31 12:00:00,231.178,11.31,14242.25,971.0,0.0,34.0
2006-12-31 13:00:00,216.154,3.914,14188.71,909.6,0.0,0.0
2006-12-31 14:00:00,184.878,7.192,14438.57,765.6,0.0,25.0
